ts,id,T,P
3.785,BARO0,31.49,96319
3.795,BARO0,31.49,96313
3.805,BARO0,31.5,96274
3.815,BARO0,31.51,96267
3.825,BARO0,31.49,96209
3.835,BARO0,31.5,96228
3.845,BARO0,31.49,96169
3.855,BARO0,31.5,96174
3.865,BARO0,31.49,96153
3.875,BARO0,31.49,96108
3.885,BARO0,31.5,96109
3.895,BARO0,31.49,96059
3.905,BARO0,31.49,96048
3.915,BARO0,31.48,96008
3.925,BARO0,31.49,96007
3.935,BARO0,31.5,95979
3.945,BARO0,31.5,95949
3.955,BARO0,31.48,95919
3.965,BARO0,31.5,95892
3.975,BARO0,31.49,95876
3.985,BARO0,31.49,95882
3.995,BARO0,31.49,95841
4.005,BARO0,31.49,95834
4.015,BARO0,31.51,95822
4.025,BARO0,31.5,95796
4.035,BARO0,31.49,95786
4.045,BARO0,31.49,95751
4.055,BARO0,31.5,95715
4.065,BARO0,31.49,95703
4.075,BARO0,31.49,95680
4.085,BARO0,31.49,95684
4.095,BARO0,31.49,95658
4.105,BARO0,31.48,95630
4.115,BARO0,31.49,95616
4.125,BARO0,31.49,95593
4.135,BARO0,31.49,95591
4.145,BARO0,31.48,95564
4.155,BARO0,31.48,95535
4.165,BARO0,31.5,95528
4.175,BARO0,31.49,95501
4.185,BARO0,31.49,95459
4.195,BARO0,31.49,95474
4.205,BARO0,31.5,95437
4.215,BARO0,31.48,95424
4.225,BARO0,31.48,95397
4.235,BARO0,31.48,95387
4.245,BARO0,31.51,95375
4.255,BARO0,31.51,95339
4.265,BARO0,31.49,95336
4.275,BARO0,31.49,95309
4.285,BARO0,31.49,95295
4.295,BARO0,31.49,95275
4.305,BARO0,31.51,95228
4.315,BARO0,31.49,95236
4.325,BARO0,31.48,95207
4.335,BARO0,31.48,95213
4.345,BARO0,31.5,95166
4.355,BARO0,31.49,95172
4.365,BARO0,31.49,95122
4.375,BARO0,31.49,95111
4.385,BARO0,31.49,95101
4.395,BARO0,31.48,95080
4.405,BARO0,31.49,95048
4.415,BARO0,31.47,95021
4.425,BARO0,31.48,95025
4.435,BARO0,31.47,95003
4.445,BARO0,31.49,94995
4.455,BARO0,31.5,94954
4.465,BARO0,31.49,94925
4.475,BARO0,31.49,94871
4.485,BARO0,31.49,94886
4.495,BARO0,31.49,94868
4.505,BARO0,31.51,94831
4.515,BARO0,31.5,94840
4.525,BARO0,31.48,94791
4.535,BARO0,31.49,94776
4.545,BARO0,31.48,94761
4.555,BARO0,31.49,94715
4.565,BARO0,31.5,94723
4.575,BARO0,31.49,94690
4.585,BARO0,31.48,94660
4.595,BARO0,31.48,94658
4.605,BARO0,31.49,94649
4.615,BARO0,31.49,94587
4.625,BARO0,31.48,94588
4.635,BARO0,31.49,94584
4.645,BARO0,31.49,94545
4.655,BARO0,31.48,94515
4.665,BARO0,31.48,94503
4.675,BARO0,31.49,94500
4.685,BARO0,31.49,94487
4.695,BARO0,31.49,94443
4.705,BARO0,31.48,94436
4.715,BARO0,31.48,94398
4.725,BARO0,31.47,94407
4.735,BARO0,31.49,94372
4.745,BARO0,31.49,94368
4.755,BARO0,31.49,94320
4.765,BARO0,31.48,94300
4.775,BARO0,31.49,94292
4.785,BARO0,31.49,94259
4.795,BARO0,31.49,94228
4.805,BARO0,31.48,94204
4.815,BARO0,31.5,94200
4.825,BARO0,31.48,94172
4.835,BARO0,31.48,94183
4.845,BARO0,31.49,94141
4.855,BARO0,31.48,94137
4.865,BARO0,31.5,94090
