ts,id,T,P
4.775,BARO0,31.06,87900
4.785,BARO0,31.08,87877
4.795,BARO0,31.07,87832
4.805,BARO0,31.08,87796
4.815,BARO0,31.07,87789
4.825,BARO0,31.06,87728
4.835,BARO0,31.07,87696
4.845,BARO0,31.08,87699
4.855,BARO0,31.07,87672
4.865,BARO0,31.06,87622
4.875,BARO0,31.06,87592
4.885,BARO0,31.06,87575
4.895,BARO0,31.06,87514
4.905,BARO0,31.06,87498
4.915,BARO0,31.07,87476
4.925,BARO0,31.06,87443
4.935,BARO0,31.06,87407
4.945,BARO0,31.09,87392
4.955,BARO0,31.06,87337
4.965,BARO0,31.06,87337
4.975,BARO0,31.04,87288
4.985,BARO0,31.07,87261
4.995,BARO0,31.08,87245
5.005,BARO0,31.05,87205
5.015,BARO0,31.06,87184
5.025,BARO0,31.07,87130
5.035,BARO0,31.06,87078
5.045,BARO0,31.06,87069
5.055,BARO0,31.07,87073
5.065,BARO0,31.05,87017
5.075,BARO0,31.08,87001
5.085,BARO0,31.08,86968
5.095,BARO0,31.06,86961
5.105,BARO0,31.08,86921
5.115,BARO0,31.07,86884
5.125,BARO0,31.06,86858
5.135,BARO0,31.07,86837
5.145,BARO0,31.08,86856
5.155,BARO0,31.09,86793
5.165,BARO0,31.07,86751
5.175,BARO0,31.07,86733
5.185,BARO0,31.06,86703
5.195,BARO0,31.07,86673
5.205,BARO0,31.06,86629
5.215,BARO0,31.06,86610
5.225,BARO0,31.06,86584
5.235,BARO0,31.06,86546
5.245,BARO0,31.06,86552
5.255,BARO0,31.08,86521
5.265,BARO0,31.07,86469
5.275,BARO0,31.05,86432
5.285,BARO0,31.06,86381
5.295,BARO0,31.07,86354
5.305,BARO0,31.04,86339
5.315,BARO0,31.07,86316
5.325,BARO0,31.06,86290
5.335,BARO0,31.07,86236
5.345,BARO0,31.06,86245
5.355,BARO0,31.06,86208
5.365,BARO0,31.06,86169
5.375,BARO0,31.06,86165
5.385,BARO0,31.05,86120
5.395,BARO0,31.06,86088
5.405,BARO0,31.05,86064
5.415,BARO0,31.06,86037
5.425,BARO0,31.05,86003
5.435,BARO0,31.06,85985
5.445,BARO0,31.09,85968
5.455,BARO0,31.08,85923
5.465,BARO0,31.08,85887
5.475,BARO0,31.05,85846
5.485,BARO0,31.08,85859
5.495,BARO0,31.08,85834
5.505,BARO0,31.07,85773
5.515,BARO0,31.06,85765
5.525,BARO0,31.06,85739
5.535,BARO0,31.06,85687
5.545,BARO0,31.06,85719
5.555,BARO0,31.07,85647
5.565,BARO0,31.1,85619
5.575,BARO0,31.05,85606
5.585,BARO0,31.06,85602
5.595,BARO0,31.06,85560
5.605,BARO0,31.06,85520
5.615,BARO0,31.05,85484
5.625,BARO0,31.06,85445
5.635,BARO0,31.05,85425
5.645,BARO0,31.04,85418
5.655,BARO0,31.07,85355
5.665,BARO0,31.05,85326
5.675,BARO0,31.07,85356
5.685,BARO0,31.06,85303
5.695,BARO0,31.05,85294
5.705,BARO0,31.05,85266
5.715,BARO0,31.06,85197
5.725,BARO0,31.06,85207
5.735,BARO0,31.06,85183
5.745,BARO0,31.07,85165
5.755,BARO0,31.07,85117
5.765,BARO0,31.05,85089
5.775,BARO0,31.05,85051
5.785,BARO0,31.05,85044
5.795,BARO0,31.06,85010
5.805,BARO0,31.05,84982
5.815,BARO0,31.06,84945
5.825,BARO0,31.06,84912
5.835,BARO0,31.05,84914
5.845,BARO0,31.07,84892
5.855,BARO0,31.06,84846
5.865,BARO0,31.05,84841
5.875,BARO0,31.05,84796
5.885,BARO0,31.06,84775
5.895,BARO0,31.06,84747
5.905,BARO0,31.06,84720
5.915,BARO0,31.05,84686
5.925,BARO0,31.05,84667
5.935,BARO0,31.05,84679
5.945,BARO0,31.03,84632
5.955,BARO0,31.06,84597
5.965,BARO0,31.04,84558
5.975,BARO0,31.07,84542
5.985,BARO0,31.02,84523
5.995,BARO0,31.06,84509
6.005,BARO0,31.06,84480
6.015,BARO0,31.06,84444
6.025,BARO0,31.05,84400
6.035,BARO0,31.05,84362
6.045,BARO0,31.04,84337
6.055,BARO0,31.05,84348
6.065,BARO0,31.06,84310
6.075,BARO0,31.07,84290
6.085,BARO0,31.05,84273
6.095,BARO0,31.05,84225
6.105,BARO0,31.06,84215
6.115,BARO0,31.05,84183
6.125,BARO0,31.05,84161
6.135,BARO0,31.05,84144
6.145,BARO0,31.04,84101
6.155,BARO0,31.05,84118
6.165,BARO0,31.06,84059
6.175,BARO0,31.06,84049
6.185,BARO0,31.06,84019
6.195,BARO0,31.04,83984
6.205,BARO0,31.06,83972
6.215,BARO0,31.05,83932
6.225,BARO0,31.05,83896
6.235,BARO0,31.05,83887
6.245,BARO0,31.05,83855
6.255,BARO0,31.05,83813
6.265,BARO0,31.06,83801
6.275,BARO0,31.04,83778
6.285,BARO0,31.05,83745
6.295,BARO0,31.06,83709
6.305,BARO0,31.06,83689
6.315,BARO0,31.05,83677
6.325,BARO0,31.05,83634
6.335,BARO0,31.05,83622
6.345,BARO0,31.05,83573
6.355,BARO0,31.04,83572
6.365,BARO0,31.04,83555
6.375,BARO0,31.05,83525
6.385,BARO0,31.06,83480
6.395,BARO0,31.05,83474
6.405,BARO0,31.01,83466
6.415,BARO0,31.05,83420
6.425,BARO0,31.05,83391
6.435,BARO0,31.05,83360
6.445,BARO0,31.05,83326
6.455,BARO0,31.03,83331
6.465,BARO0,31.04,83307
6.475,BARO0,31.05,83276
6.485,BARO0,31.04,83269
6.495,BARO0,31.04,83215
6.505,BARO0,31.04,83213
6.515,BARO0,31.05,83201
6.525,BARO0,31.05,83170
6.535,BARO0,31.04,83133
6.545,BARO0,31.05,83131
6.555,BARO0,31.04,83089
6.565,BARO0,31.05,83106
6.575,BARO0,31.05,83018
6.585,BARO0,31.05,83008
6.595,BARO0,31.04,82982
6.605,BARO0,31.05,82963
6.615,BARO0,31.04,82925
6.625,BARO0,31.04,82917
6.635,BARO0,31.04,82896
6.645,BARO0,31.05,82877
6.655,BARO0,31.03,82851
6.665,BARO0,31.04,82834
6.675,BARO0,31.04,82741
6.685,BARO0,31.05,82769
6.695,BARO0,31.04,82746
6.705,BARO0,31.05,82742
6.715,BARO0,31.04,82717
6.725,BARO0,31.04,82678
6.735,BARO0,31.04,82657
6.745,BARO0,31.06,82626
6.755,BARO0,31.05,82623
6.765,BARO0,31.04,82602
6.775,BARO0,31.05,82545
6.785,BARO0,31.04,82550
6.795,BARO0,31.04,82506
6.805,BARO0,31.05,82484
6.815,BARO0,31.03,82467
6.825,BARO0,31.04,82454
6.835,BARO0,31.04,82387
6.845,BARO0,31.05,82372
6.855,BARO0,31.05,82406
6.865,BARO0,31.03,82329
