ts,id,T,P
1.185,BARO0,35.24,99812
1.195,BARO0,35.24,99801
1.205,BARO0,35.24,99810
1.215,BARO0,35.26,99801
1.225,BARO0,35.25,99785
1.235,BARO0,35.23,99763
1.245,BARO0,35.23,99770
1.255,BARO0,35.24,99767
1.265,BARO0,35.23,99767
1.275,BARO0,35.23,99769
1.285,BARO0,35.24,99764
1.295,BARO0,35.24,99757
1.305,BARO0,35.23,99739
1.315,BARO0,35.25,99726
1.325,BARO0,35.26,99737
1.335,BARO0,35.24,99740
1.345,BARO0,35.22,99715
1.355,BARO0,35.24,99717
1.365,BARO0,35.25,99731
1.375,BARO0,35.24,99712
1.385,BARO0,35.23,99685
1.395,BARO0,35.23,99676
1.405,BARO0,35.23,99664
1.415,BARO0,35.23,99692
1.425,BARO0,35.23,99651
1.435,BARO0,35.25,99656
1.445,BARO0,35.21,99658
1.455,BARO0,35.22,99651
1.465,BARO0,35.23,99648
1.475,BARO0,35.24,99627
1.485,BARO0,35.23,99602
1.495,BARO0,35.23,99592
1.505,BARO0,35.23,99591
1.515,BARO0,35.24,99601
1.525,BARO0,35.23,99567
1.535,BARO0,35.23,99582
1.545,BARO0,35.22,99575
1.555,BARO0,35.24,99539
1.565,BARO0,35.22,99538
1.575,BARO0,35.22,99553
1.585,BARO0,35.23,99533
1.595,BARO0,35.23,99537
1.605,BARO0,35.23,99536
1.615,BARO0,35.24,99522
1.625,BARO0,35.23,99536
1.635,BARO0,35.22,99481
1.645,BARO0,35.23,99495
1.655,BARO0,35.21,99481
1.665,BARO0,35.21,99470
1.675,BARO0,35.24,99488
1.685,BARO0,35.22,99474
1.695,BARO0,35.22,99462
1.705,BARO0,35.21,99431
1.715,BARO0,35.22,99454
1.725,BARO0,35.21,99424
1.735,BARO0,35.21,99460
1.745,BARO0,35.21,99456
1.755,BARO0,35.2,99433
1.765,BARO0,35.21,99432
1.775,BARO0,35.21,99408
1.785,BARO0,35.2,99406
1.795,BARO0,35.2,99397
1.805,BARO0,35.21,99420
1.815,BARO0,35.21,99382
1.825,BARO0,35.21,99416
1.835,BARO0,35.19,99384
1.845,BARO0,35.19,99359
1.855,BARO0,35.19,99359
1.865,BARO0,35.2,99350
1.875,BARO0,35.2,99361
1.885,BARO0,35.2,99371
1.895,BARO0,35.19,99365
1.905,BARO0,35.19,99331
1.915,BARO0,35.19,99358
1.925,BARO0,35.19,99332
1.935,BARO0,35.19,99351
1.945,BARO0,35.19,99314
1.955,BARO0,35.16,99284
1.965,BARO0,35.19,99290
1.975,BARO0,35.18,99278
1.985,BARO0,35.18,99296
1.995,BARO0,35.18,99295
2.005,BARO0,35.17,99263
2.015,BARO0,35.18,99271
2.025,BARO0,35.17,99247
2.035,BARO0,35.16,99256
2.045,BARO0,35.18,99236
2.055,BARO0,35.17,99213
2.065,BARO0,35.17,99201
2.075,BARO0,35.15,99195
2.085,BARO0,35.17,99192
2.095,BARO0,35.17,99190
2.105,BARO0,35.17,99186
2.115,BARO0,35.15,99112
2.125,BARO0,35.16,99161
2.135,BARO0,35.14,99133
2.145,BARO0,35.15,99147
2.155,BARO0,35.16,99117
2.165,BARO0,35.15,99097
2.175,BARO0,35.15,99094
2.185,BARO0,35.15,99092
2.195,BARO0,35.14,99071
2.205,BARO0,35.16,99058
2.215,BARO0,35.13,99071
2.225,BARO0,35.16,99051
2.235,BARO0,35.16,99029
2.245,BARO0,35.14,99075
2.255,BARO0,35.14,99043
2.265,BARO0,35.16,99046
2.275,BARO0,35.14,99003
2.285,BARO0,35.14,98992
2.295,BARO0,35.14,98985
2.305,BARO0,35.14,99010
2.315,BARO0,35.14,99000
2.325,BARO0,35.11,98979
2.335,BARO0,35.12,98974
2.345,BARO0,35.13,98999
2.355,BARO0,35.13,98988
2.365,BARO0,35.12,98928
2.375,BARO0,35.12,98984
2.385,BARO0,35.13,98968
2.395,BARO0,35.13,98961
2.405,BARO0,35.12,98912
2.415,BARO0,35.12,98929
2.425,BARO0,35.13,98938
2.435,BARO0,35.12,98929
2.445,BARO0,35.12,98906
2.455,BARO0,35.12,98909
2.465,BARO0,35.11,98863
2.475,BARO0,35.11,98856
2.485,BARO0,35.11,98858
2.495,BARO0,35.12,98842
2.505,BARO0,35.12,98854
2.515,BARO0,35.09,98830
2.525,BARO0,35.11,98806
2.535,BARO0,35.11,98784
2.545,BARO0,35.11,98795
2.555,BARO0,35.11,98771
2.565,BARO0,35.1,98749
2.575,BARO0,35.1,98763
2.585,BARO0,35.1,98720
2.595,BARO0,35.1,98697
2.605,BARO0,35.1,98695
2.615,BARO0,35.09,98669
2.625,BARO0,35.1,98661
2.635,BARO0,35.11,98660
2.645,BARO0,35.09,98658
2.655,BARO0,35.1,98645
2.665,BARO0,35.09,98624
2.675,BARO0,35.08,98592
2.685,BARO0,35.09,98603
2.695,BARO0,35.09,98580
2.705,BARO0,35.09,98571
2.715,BARO0,35.08,98546
2.725,BARO0,35.1,98551
2.735,BARO0,35.07,98577
2.745,BARO0,35.1,98539
2.755,BARO0,35.08,98513
2.765,BARO0,35.07,98487
2.775,BARO0,35.07,98502
2.785,BARO0,35.08,98482
2.795,BARO0,35.08,98486
2.805,BARO0,35.08,98453
2.815,BARO0,35.08,98481
2.825,BARO0,35.08,98473
2.835,BARO0,35.08,98507
2.845,BARO0,35.07,98454
2.855,BARO0,35.07,98455
2.865,BARO0,35.06,98455
2.875,BARO0,35.06,98451
2.885,BARO0,35.06,98449
2.895,BARO0,35.06,98427
2.905,BARO0,35.05,98428
2.915,BARO0,35.06,98407
2.925,BARO0,35.05,98428
2.935,BARO0,35.06,98423
2.945,BARO0,35.07,98408
2.955,BARO0,35.06,98383
2.965,BARO0,35.05,98342
2.975,BARO0,35.05,98347
2.985,BARO0,35.06,98349
2.995,BARO0,35.05,98314
3.005,BARO0,35.05,98332
3.015,BARO0,35.05,98287
3.025,BARO0,35.06,98285
3.035,BARO0,35.04,98227
3.045,BARO0,35.05,98220
3.055,BARO0,35.04,98202
3.065,BARO0,35.03,98150
3.075,BARO0,35.04,98161
3.085,BARO0,35.03,98158
3.095,BARO0,35.03,98099
3.105,BARO0,35.04,98072
3.115,BARO0,35.04,98071
3.125,BARO0,35.03,98019
3.135,BARO0,35.03,98020
3.145,BARO0,35.01,97971
3.155,BARO0,35.02,97975
3.165,BARO0,35.03,97957
3.175,BARO0,35.02,97946
3.185,BARO0,35.01,97928
3.195,BARO0,35.03,97930
3.205,BARO0,35.03,97921
3.215,BARO0,35.03,97883
3.225,BARO0,35.02,97880
3.235,BARO0,35.01,97884
3.245,BARO0,35.02,97877
3.255,BARO0,35.02,97834
3.265,BARO0,35.02,97824
3.275,BARO0,35,97802
3.285,BARO0,35.01,97779
3.295,BARO0,35.01,97775
3.305,BARO0,35,97761
3.315,BARO0,35,97729
3.325,BARO0,35,97732
3.335,BARO0,34.99,97719
3.345,BARO0,34.99,97690
3.355,BARO0,35,97694
3.365,BARO0,34.99,97658
3.375,BARO0,35,97658
3.385,BARO0,35,97634
3.395,BARO0,34.99,97636
