ts,id,T,P
3.905,BARO0,38.68,93534
3.915,BARO0,38.7,93527
3.925,BARO0,38.69,93497
3.935,BARO0,38.69,93458
3.945,BARO0,38.68,93444
3.955,BARO0,38.71,93358
3.965,BARO0,38.7,93372
3.975,BARO0,38.69,93314
3.985,BARO0,38.69,93341
3.995,BARO0,38.7,93282
4.005,BARO0,38.69,93281
4.015,BARO0,38.7,93242
4.025,BARO0,38.7,93150
4.035,BARO0,38.69,93136
4.045,BARO0,38.7,93127
4.055,BARO0,38.7,93136
4.065,BARO0,38.7,93036
4.075,BARO0,38.7,92957
4.085,BARO0,38.68,92943
4.095,BARO0,38.71,92920
4.105,BARO0,38.68,92910
4.115,BARO0,38.7,92859
4.125,BARO0,38.69,92833
4.135,BARO0,38.7,92820
4.145,BARO0,38.7,92789
4.155,BARO0,38.71,92759
4.165,BARO0,38.69,92746
4.175,BARO0,38.71,92654
4.185,BARO0,38.69,92665
4.195,BARO0,38.7,92645
4.205,BARO0,38.7,92613
4.215,BARO0,38.69,92532
4.225,BARO0,38.71,92510
4.235,BARO0,38.7,92495
4.245,BARO0,38.71,92475
4.255,BARO0,38.71,92407
4.265,BARO0,38.68,92387
4.275,BARO0,38.71,92364
4.285,BARO0,38.71,92329
4.295,BARO0,38.71,92300
4.305,BARO0,38.71,92231
4.315,BARO0,38.7,92249
4.325,BARO0,38.7,92143
4.335,BARO0,38.71,92149
4.345,BARO0,38.7,92138
4.355,BARO0,38.71,92088
4.365,BARO0,38.71,92071
4.375,BARO0,38.7,92044
4.385,BARO0,38.7,92069
4.395,BARO0,38.7,92021
4.405,BARO0,38.71,91972
4.415,BARO0,38.7,91957
4.425,BARO0,38.72,91888
4.435,BARO0,38.71,91837
4.445,BARO0,38.72,91819
4.455,BARO0,38.71,91777
4.465,BARO0,38.71,91775
4.475,BARO0,38.73,91733
4.485,BARO0,38.72,91688
4.495,BARO0,38.71,91675
4.505,BARO0,38.7,91637
4.515,BARO0,38.71,91618
4.525,BARO0,38.71,91590
4.535,BARO0,38.72,91604
4.545,BARO0,38.72,91534
4.555,BARO0,38.72,91568
4.565,BARO0,38.69,91652
4.575,BARO0,38.75,91598
4.585,BARO0,38.7,91546
4.595,BARO0,38.72,91592
4.605,BARO0,38.72,91653
4.615,BARO0,38.73,91605
4.625,BARO0,38.73,91596
4.635,BARO0,38.72,91594
4.645,BARO0,38.73,91635
4.655,BARO0,38.74,91694
4.665,BARO0,38.73,91740
4.675,BARO0,38.73,91741
4.685,BARO0,38.74,91804
4.695,BARO0,38.74,91784
4.705,BARO0,38.75,91770
4.715,BARO0,38.74,91726
4.725,BARO0,38.73,91575
4.735,BARO0,38.73,91531
